position,publicwww_rank,domain,typeform_indexed_match,indexed_typeform_urls,typeform_form_urls,publicwww_email_candidate_count,publicwww_email_query_rows,live_typeform_urls,combined_typeform_urls,scan_mode,homepage_url,robots_status,http_status,pages_checked,live_email_candidates,publicwww_email_candidates,combined_email_candidates,email_visibility,corporate_status,corporate_exclusion_reason,site_contact_candidate_emails,parent_company_emails,legal_emails,third_party_emails,unverified_emails,verification_eligible_emails,verification_exclusion_reason,scan_notes,email_verification,valid_emails,invalid_emails,risky_emails,unknown_emails,verification_summary
7499,>30M,kayman.ca,yes,,,0,0,https://form.typeform.com/to/J5AxinaC ; https://form.typeform.com/to/PbLbumwb,https://form.typeform.com/to/J5AxinaC ; https://form.typeform.com/to/PbLbumwb,contact_pages,https://kayman.ca/,ok,200,1,info@kayman.ca,,info@kayman.ca,showing_email_candidates,not_flagged,,info@kayman.ca,,,,,info@kayman.ca,,,info@kayman.ca=unknown (rate_limited),,,,info@kayman.ca,valid=0; invalid=0; risky=0; unknown=1
7500,>30M,appletitleltd.com,no,,,0,0,,,contact_pages,https://www.appletitleltd.com/,ok,200,0,info@appletitleltd.com ; tim@appletitleltd.com,,info@appletitleltd.com ; tim@appletitleltd.com,showing_email_candidates,not_flagged,,info@appletitleltd.com,,,,tim@appletitleltd.com,info@appletitleltd.com,,,info@appletitleltd.com=unknown (rate_limited),,,,info@appletitleltd.com,valid=0; invalid=0; risky=0; unknown=1
7502,>30M,balinca.com,yes,,,0,0,https://2jy9qw1nvwm.typeform.com/to/ZA0IAvT4,https://2jy9qw1nvwm.typeform.com/to/ZA0IAvT4,contact_pages,https://balinca.com/,ok,200,2,example@email.com ; info@balinca.com,,example@email.com ; info@balinca.com,showing_email_candidates,not_flagged,,info@balinca.com,,,,example@email.com,info@balinca.com,,,info@balinca.com=unknown (rate_limited),,,,info@balinca.com,valid=0; invalid=0; risky=0; unknown=1
7503,>30M,delpower.be,no,,,0,0,https://embed.typeform.com/,https://embed.typeform.com/,contact_pages,https://delpower.be/,ok,200,1,info@delpower.be,,info@delpower.be,showing_email_candidates,not_flagged,,info@delpower.be,,,,,info@delpower.be,,,info@delpower.be=unknown (rate_limited),,,,info@delpower.be,valid=0; invalid=0; risky=0; unknown=1
7518,>30M,4money.at,yes,,,0,0,https://46q5vk9s0z5.typeform.com/to/zHjzkYvY,https://46q5vk9s0z5.typeform.com/to/zHjzkYvY,contact_pages,https://4money.at/,ok,200,1,office@4money.at,,office@4money.at,showing_email_candidates,not_flagged,,office@4money.at,,,,,office@4money.at,,,office@4money.at=unknown (rate_limited),,,,office@4money.at,valid=0; invalid=0; risky=0; unknown=1
7519,>30M,ocuwell.com,no,,,0,0,,,contact_pages,https://www.ocuwell.com/,ok,200,2,info@ocuwell.com,,info@ocuwell.com,showing_email_candidates,not_flagged,,info@ocuwell.com,,,,,info@ocuwell.com,,,info@ocuwell.com=unknown (rate_limited),,,,info@ocuwell.com,valid=0; invalid=0; risky=0; unknown=1
7530,>30M,viraleast.com,no,,,0,0,,,contact_pages,https://viraleast.com/,ok,200,0,info@viraleast.com,,info@viraleast.com,showing_email_candidates,not_flagged,,info@viraleast.com,,,,,info@viraleast.com,,,info@viraleast.com=unknown (rate_limited),,,,info@viraleast.com,valid=0; invalid=0; risky=0; unknown=1
7531,>30M,okcfencecompany.com,yes,,,0,0,,,contact_pages,https://www.okcfencecompany.com/,ok,200,2,info@okcfencecompany.com,,info@okcfencecompany.com,showing_email_candidates,not_flagged,,info@okcfencecompany.com,,,,,info@okcfencecompany.com,,,info@okcfencecompany.com=unknown (rate_limited),,,,info@okcfencecompany.com,valid=0; invalid=0; risky=0; unknown=1
7547,>30M,senior-talk.com,yes,,,0,0,https://j3umbnfw3qk.typeform.com/to/ml7GXjED,https://j3umbnfw3qk.typeform.com/to/ml7GXjED,contact_pages,https://www.senior-talk.com/,ok,200,1,info@senior-talk.com ; your@mail.com,,info@senior-talk.com ; your@mail.com,showing_email_candidates,not_flagged,,info@senior-talk.com,,,,your@mail.com,info@senior-talk.com,,,info@senior-talk.com=unknown (rate_limited),,,,info@senior-talk.com,valid=0; invalid=0; risky=0; unknown=1
7562,>30M,raptbizbrokers.com,no,,,0,0,,,contact_pages,https://raptbizbrokers.com/,ok,200,2,aferrara@raptbizbrokers.com ; amills@raptbizbrokers.com ; bizbuysell@1x-1.png ; cgarland@raptbizbrokers.com ; hmills@raptbizbrokers.com ; info@raptbizbrokers.com ; jmckittrick@raptbizbrokers.com ; mferrara@raptbizbrokers.com,,aferrara@raptbizbrokers.com ; amills@raptbizbrokers.com ; bizbuysell@1x-1.png ; cgarland@raptbizbrokers.com ; hmills@raptbizbrokers.com ; info@raptbizbrokers.com ; jmckittrick@raptbizbrokers.com ; mferrara@raptbizbrokers.com,showing_email_candidates,not_flagged,,info@raptbizbrokers.com,,,,aferrara@raptbizbrokers.com ; amills@raptbizbrokers.com ; bizbuysell@1x-1.png ; cgarland@raptbizbrokers.com ; hmills@raptbizbrokers.com ; jmckittrick@raptbizbrokers.com ; mferrara@raptbizbrokers.com,info@raptbizbrokers.com,,,info@raptbizbrokers.com=unknown (rate_limited),,,,info@raptbizbrokers.com,valid=0; invalid=0; risky=0; unknown=1
7586,>30M,aundriaadams.com,yes,,,0,0,https://0nzbphsg5cn.typeform.com/to/g9cGhJn8,https://0nzbphsg5cn.typeform.com/to/g9cGhJn8,contact_pages,https://aundriaadams.com/,unavailable,200,0,info@aundriaadams.com,,info@aundriaadams.com,showing_email_candidates,not_flagged,,info@aundriaadams.com,,,,,info@aundriaadams.com,,,info@aundriaadams.com=unknown (rate_limited),,,,info@aundriaadams.com,valid=0; invalid=0; risky=0; unknown=1
7591,>30M,wheremarketingworks.com,no,,,0,0,,,contact_pages,https://wheremarketingworks.com/,unavailable,200,2,hello@wheremarketingworks.com ; jobs@wheremarketingworks.com ; website-carbon-badges@1.1.3,,hello@wheremarketingworks.com ; jobs@wheremarketingworks.com ; website-carbon-badges@1.1.3,showing_email_candidates,not_flagged,,hello@wheremarketingworks.com ; jobs@wheremarketingworks.com,,,,website-carbon-badges@1.1.3,hello@wheremarketingworks.com ; jobs@wheremarketingworks.com,,,hello@wheremarketingworks.com=valid (valid_mailbox) ; jobs@wheremarketingworks.com=unknown (rate_limited),hello@wheremarketingworks.com,,,jobs@wheremarketingworks.com,valid=1; invalid=0; risky=0; unknown=1
7594,>30M,sw-tischlerei.at,yes,,,0,0,https://xpy2e7lyvrt.typeform.com/to/N6kOYFC4,https://xpy2e7lyvrt.typeform.com/to/N6kOYFC4,contact_pages,https://www.sw-tischlerei.at/,ok,200,2,info@sw-tischlerei.at,,info@sw-tischlerei.at,showing_email_candidates,not_flagged,,info@sw-tischlerei.at,,,,,info@sw-tischlerei.at,,,info@sw-tischlerei.at=unknown (rate_limited),,,,info@sw-tischlerei.at,valid=0; invalid=0; risky=0; unknown=1
7596,>30M,holyhealth.org,yes,,,0,0,https://form.typeform.com/to/sgr1lxTI,https://form.typeform.com/to/sgr1lxTI,contact_pages,https://www.holyhealth.org/,ok,200,2,support@holyhealth.org,,support@holyhealth.org,showing_email_candidates,not_flagged,,support@holyhealth.org,,,,,support@holyhealth.org,,,support@holyhealth.org=unknown (rate_limited),,,,support@holyhealth.org,valid=0; invalid=0; risky=0; unknown=1
7603,>30M,northernbridge.co,no,,,0,0,,,contact_pages,https://northernbridge.co/,unavailable,200,0,info@northernbridge.co,,info@northernbridge.co,showing_email_candidates,not_flagged,,info@northernbridge.co,,,,,info@northernbridge.co,,,info@northernbridge.co=unknown (rate_limited),,,,info@northernbridge.co,valid=0; invalid=0; risky=0; unknown=1
7622,>30M,nextcc.org,no,,,0,0,https://nextcc.typeform.com/,https://nextcc.typeform.com/,contact_pages,https://nextcc.org/,ok,200,2,info@nextcc.org,,info@nextcc.org,showing_email_candidates,not_flagged,,info@nextcc.org,,,,,info@nextcc.org,,,info@nextcc.org=unknown (rate_limited),,,,info@nextcc.org,valid=0; invalid=0; risky=0; unknown=1
7625,>30M,ek-pack.com,no,,,0,0,https://embed.typeform.com/,https://embed.typeform.com/,contact_pages,https://www.ek-pack.com/,ok,200,1,contact@ek-pack.com ; info@ek-pack.com ; info@schwaben.ihk.de ; kontakt@deutsche-datenschutzkanzlei.de,,contact@ek-pack.com ; info@ek-pack.com ; info@schwaben.ihk.de ; kontakt@deutsche-datenschutzkanzlei.de,showing_email_candidates,not_flagged,,contact@ek-pack.com ; info@ek-pack.com,,,,info@schwaben.ihk.de ; kontakt@deutsche-datenschutzkanzlei.de,contact@ek-pack.com ; info@ek-pack.com,,,contact@ek-pack.com=valid (valid_mailbox) ; info@ek-pack.com=unknown (rate_limited),contact@ek-pack.com,,,info@ek-pack.com,valid=1; invalid=0; risky=0; unknown=1
7629,>30M,mandybalak.com,no,,,0,0,,,contact_pages,https://mandybalak.com/,ok,200,2,ada@adhocpublicrelations.com ; hello@mandybalak.com ; team@mandybalak.com,,ada@adhocpublicrelations.com ; hello@mandybalak.com ; team@mandybalak.com,showing_email_candidates,not_flagged,,hello@mandybalak.com ; team@mandybalak.com,,,,ada@adhocpublicrelations.com,hello@mandybalak.com ; team@mandybalak.com,,,hello@mandybalak.com=valid (valid_mailbox) ; team@mandybalak.com=unknown (rate_limited),hello@mandybalak.com,,,team@mandybalak.com,valid=1; invalid=0; risky=0; unknown=1
7631,>30M,cheungkwong.nl,no,,,0,0,https://marketingdm.typeform.com/,https://marketingdm.typeform.com/,contact_pages,https://cheungkwong.nl/,ok,200,0,info@cheungkwong.nl,,info@cheungkwong.nl,showing_email_candidates,not_flagged,,info@cheungkwong.nl,,,,,info@cheungkwong.nl,,,info@cheungkwong.nl=unknown (rate_limited),,,,info@cheungkwong.nl,valid=0; invalid=0; risky=0; unknown=1
7642,>30M,third-partner.com,yes,,,0,0,https://3rd-partner.typeform.com/to/y6F1GmDG ; https://third-partner.typeform.com/to/y6F1GmDG,https://3rd-partner.typeform.com/to/y6F1GmDG ; https://third-partner.typeform.com/to/y6F1GmDG,contact_pages,https://third-partner.com/,ok,200,2,info@third-partner.com ; sales@third-partner.com ; sales@thirdpartner.com ; yourname@compay.com,,info@third-partner.com ; sales@third-partner.com ; sales@thirdpartner.com ; yourname@compay.com,showing_email_candidates,not_flagged,,info@third-partner.com ; sales@third-partner.com,,,,sales@thirdpartner.com ; yourname@compay.com,info@third-partner.com ; sales@third-partner.com,,,info@third-partner.com=unknown (rate_limited) ; sales@third-partner.com=unknown (rate_limited),,,,info@third-partner.com ; sales@third-partner.com,valid=0; invalid=0; risky=0; unknown=2
7643,>30M,ritterburg-telefonmarketing.de,no,,,0,0,,,contact_pages,https://www.ritterburg-telefonmarketing.de/,ok,200,1,bildschirmfoto-2023-06-21-um-08.45.30-300x78@2x.png ; blur-computer-connection-electronics-442150-2-150x150@2x.jpg ; blur-computer-connection-electronics-442150-2-300x300@2x.jpg ; dsc00701-2-150x150@2x.jpg ; dsc00701-2-300x300@2x.jpg ; info@ritterburg-telefonmarketing.de ; logo-rt-333-141x300@2x.png ; niclasbirnbaum@icloud.com ; telefon-firma-scaled-1-150x150@2x.jpg ; telefon-firma-scaled-1-300x300@2x.jpg ; you-x-ventures-bzqu01v-g54-unsplash-2-150x150@2x.jpg ; you-x-ventures-bzqu01v-g54-unsplash-2-300x300@2x.jpg,,bildschirmfoto-2023-06-21-um-08.45.30-300x78@2x.png ; blur-computer-connection-electronics-442150-2-150x150@2x.jpg ; blur-computer-connection-electronics-442150-2-300x300@2x.jpg ; dsc00701-2-150x150@2x.jpg ; dsc00701-2-300x300@2x.jpg ; info@ritterburg-telefonmarketing.de ; logo-rt-333-141x300@2x.png ; niclasbirnbaum@icloud.com ; telefon-firma-scaled-1-150x150@2x.jpg ; telefon-firma-scaled-1-300x300@2x.jpg ; you-x-ventures-bzqu01v-g54-unsplash-2-150x150@2x.jpg ; you-x-ventures-bzqu01v-g54-unsplash-2-300x300@2x.jpg,showing_email_candidates,not_flagged,,info@ritterburg-telefonmarketing.de,,,,bildschirmfoto-2023-06-21-um-08.45.30-300x78@2x.png ; blur-computer-connection-electronics-442150-2-150x150@2x.jpg ; blur-computer-connection-electronics-442150-2-300x300@2x.jpg ; dsc00701-2-150x150@2x.jpg ; dsc00701-2-300x300@2x.jpg ; logo-rt-333-141x300@2x.png ; niclasbirnbaum@icloud.com ; telefon-firma-scaled-1-150x150@2x.jpg ; telefon-firma-scaled-1-300x300@2x.jpg ; you-x-ventures-bzqu01v-g54-unsplash-2-150x150@2x.jpg ; you-x-ventures-bzqu01v-g54-unsplash-2-300x300@2x.jpg,info@ritterburg-telefonmarketing.de,,,info@ritterburg-telefonmarketing.de=unknown (rate_limited),,,,info@ritterburg-telefonmarketing.de,valid=0; invalid=0; risky=0; unknown=1
7645,>30M,workstations.com.au,no,,,0,0,,,contact_pages,https://workstations.com.au/,unavailable,200,2,sales@workstations.com.au,,sales@workstations.com.au,showing_email_candidates,not_flagged,,sales@workstations.com.au,,,,,sales@workstations.com.au,,,sales@workstations.com.au=unknown (rate_limited),,,,sales@workstations.com.au,valid=0; invalid=0; risky=0; unknown=1
7646,>30M,issf-academy.com,yes,,,0,0,https://mjxrne0xqg6.typeform.com/to/c8Q71Mcg ; https://mjxrne0xqg6.typeform.com/to/nD9FznWP ; https://mjxrne0xqg6.typeform.com/to/ntrXlPS5 ; https://mjxrne0xqg6.typeform.com/to/PUa7M2Si,https://mjxrne0xqg6.typeform.com/to/c8Q71Mcg ; https://mjxrne0xqg6.typeform.com/to/nD9FznWP ; https://mjxrne0xqg6.typeform.com/to/ntrXlPS5 ; https://mjxrne0xqg6.typeform.com/to/PUa7M2Si,contact_pages,https://issf-academy.com/,ok,200,2,info@issf-academy.com ; munich@issf-sports.org,,info@issf-academy.com ; munich@issf-sports.org,showing_email_candidates,not_flagged,,info@issf-academy.com,,,,munich@issf-sports.org,info@issf-academy.com,,,info@issf-academy.com=unknown (rate_limited),,,,info@issf-academy.com,valid=0; invalid=0; risky=0; unknown=1
7647,>30M,dooglie.com,yes,,,0,0,https://form.typeform.com/to/qeisHzLf,https://form.typeform.com/to/qeisHzLf,contact_pages,https://dooglie.com/,ok,200,1,support@dooglie.com,,support@dooglie.com,showing_email_candidates,not_flagged,,support@dooglie.com,,,,,support@dooglie.com,,,support@dooglie.com=unknown (rate_limited),,,,support@dooglie.com,valid=0; invalid=0; risky=0; unknown=1
7654,>30M,pixiehk.com,yes,,,0,0,,,contact_pages,https://www.pixiehk.com/,ok,200,2,info@pixiehk.com ; nha@pixiehk.com ; pixiehk.co@gmail.com ; u003einfo@pixiehk.com,,info@pixiehk.com ; nha@pixiehk.com ; pixiehk.co@gmail.com ; u003einfo@pixiehk.com,showing_email_candidates,not_flagged,,info@pixiehk.com,,,,nha@pixiehk.com ; pixiehk.co@gmail.com ; u003einfo@pixiehk.com,info@pixiehk.com,,,info@pixiehk.com=unknown (rate_limited),,,,info@pixiehk.com,valid=0; invalid=0; risky=0; unknown=1
7657,>30M,southeasternassociatesinc.com,no,,,0,0,,,contact_pages,https://southeasternassociatesinc.com/,ok,200,2,anapbm@gmail.com ; derek.christian@southeasternassociatesinc.com ; derke.christian@southeasternassociatesinc.com ; illiam.winston@southeasternassociatesinc.com ; impallari@gmail.com ; joe.storrs@southeasternassociatesinc.com ; paul.roberts@southeasternassociatesinc.com ; sales@southeasternassociatesinc.com ; team@latofonts.com ; william.winston@southeasternassociatesinc.com,,anapbm@gmail.com ; derek.christian@southeasternassociatesinc.com ; derke.christian@southeasternassociatesinc.com ; illiam.winston@southeasternassociatesinc.com ; impallari@gmail.com ; joe.storrs@southeasternassociatesinc.com ; paul.roberts@southeasternassociatesinc.com ; sales@southeasternassociatesinc.com ; team@latofonts.com ; william.winston@southeasternassociatesinc.com,showing_email_candidates,not_flagged,,sales@southeasternassociatesinc.com,,,,anapbm@gmail.com ; derek.christian@southeasternassociatesinc.com ; derke.christian@southeasternassociatesinc.com ; illiam.winston@southeasternassociatesinc.com ; impallari@gmail.com ; joe.storrs@southeasternassociatesinc.com ; paul.roberts@southeasternassociatesinc.com ; team@latofonts.com ; william.winston@southeasternassociatesinc.com,sales@southeasternassociatesinc.com,,,sales@southeasternassociatesinc.com=unknown (rate_limited),,,,sales@southeasternassociatesinc.com,valid=0; invalid=0; risky=0; unknown=1
7663,>30M,pointerpro.com,no,,,0,0,,,contact_pages,https://pointerpro.com/,ok,200,2,info@pointerpro.com ; select2@4.1.0-rc.0,,info@pointerpro.com ; select2@4.1.0-rc.0,showing_email_candidates,not_flagged,,info@pointerpro.com,,,,select2@4.1.0-rc.0,info@pointerpro.com,,,info@pointerpro.com=unknown (rate_limited),,,,info@pointerpro.com,valid=0; invalid=0; risky=0; unknown=1
7675,>30M,simplyorderfood.com,no,,,0,0,,,contact_pages,https://simplyorderfood.com/,ok,200,2,sales@simplyorderfood.com ; support@simplyorderfood.com,,sales@simplyorderfood.com ; support@simplyorderfood.com,showing_email_candidates,not_flagged,,sales@simplyorderfood.com ; support@simplyorderfood.com,,,,,sales@simplyorderfood.com ; support@simplyorderfood.com,,,sales@simplyorderfood.com=unknown (rate_limited) ; support@simplyorderfood.com=unknown (rate_limited),,,,sales@simplyorderfood.com ; support@simplyorderfood.com,valid=0; invalid=0; risky=0; unknown=2
7677,>30M,bementoring.com,yes,,,0,0,https://bementoring.typeform.com/to/q1collYk ; https://form.typeform.com/to/q1collYk,https://bementoring.typeform.com/to/q1collYk ; https://form.typeform.com/to/q1collYk,contact_pages,https://bementoring.com/,ok,200,1,info@bementoring.com,,info@bementoring.com,showing_email_candidates,not_flagged,,info@bementoring.com,,,,,info@bementoring.com,,,info@bementoring.com=unknown (rate_limited),,,,info@bementoring.com,valid=0; invalid=0; risky=0; unknown=1
7682,>30M,messe-muehlviertel.at,no,,,0,0,,,contact_pages,https://messe-muehlviertel.at/,ok,200,2,office@messe-muehlviertel.at,,office@messe-muehlviertel.at,showing_email_candidates,not_flagged,,office@messe-muehlviertel.at,,,,,office@messe-muehlviertel.at,,,office@messe-muehlviertel.at=unknown (rate_limited),,,,office@messe-muehlviertel.at,valid=0; invalid=0; risky=0; unknown=1
7689,>30M,preesma.com,yes,,,0,0,https://form.typeform.com/to/BsKcKp78,https://form.typeform.com/to/BsKcKp78,contact_pages,https://preesma.com/,ok,200,0,info@preesma.com ; nome@indirizzo.com,,info@preesma.com ; nome@indirizzo.com,showing_email_candidates,not_flagged,,info@preesma.com,,,,nome@indirizzo.com,info@preesma.com,,,info@preesma.com=unknown (rate_limited),,,,info@preesma.com,valid=0; invalid=0; risky=0; unknown=1
7711,>30M,wivon.nl,yes,,,0,0,https://webformulier.typeform.com/to/kQlK0B,https://webformulier.typeform.com/to/kQlK0B,contact_pages,https://www.wivon.nl/,ok,200,0,info@wivon.nl,,info@wivon.nl,showing_email_candidates,not_flagged,,info@wivon.nl,,,,,info@wivon.nl,,,info@wivon.nl=unknown (rate_limited),,,,info@wivon.nl,valid=0; invalid=0; risky=0; unknown=1
7718,>30M,geoblueplanet.org,yes,,,0,0,https://marinecopernicus.typeform.com/to/VntQ56vS,https://marinecopernicus.typeform.com/to/VntQ56vS,contact_pages,https://geoblueplanet.org/,ok,200,2,info@geoblueplanet.org,,info@geoblueplanet.org,showing_email_candidates,not_flagged,,info@geoblueplanet.org,,,,,info@geoblueplanet.org,,,info@geoblueplanet.org=unknown (rate_limited),,,,info@geoblueplanet.org,valid=0; invalid=0; risky=0; unknown=1
7732,>30M,consulenzaradiofonica.com,no,,,0,0,,,contact_pages,https://consulenzaradiofonica.com/,ok,200,2,boxicons@2.1.4 ; info@consulenzaradiofonica.com ; slick-carousel@1.8.1,,boxicons@2.1.4 ; info@consulenzaradiofonica.com ; slick-carousel@1.8.1,showing_email_candidates,not_flagged,,info@consulenzaradiofonica.com,,,,boxicons@2.1.4 ; slick-carousel@1.8.1,info@consulenzaradiofonica.com,,,info@consulenzaradiofonica.com=unknown (rate_limited),,,,info@consulenzaradiofonica.com,valid=0; invalid=0; risky=0; unknown=1
7745,>30M,finanzexperten.de,no,,,0,0,,,contact_pages,https://finanzexperten.de/,ok,200,1,info@finanzexperten.de ; zugang@finanzexperten.de,,info@finanzexperten.de ; zugang@finanzexperten.de,showing_email_candidates,not_flagged,,info@finanzexperten.de,,,,zugang@finanzexperten.de,info@finanzexperten.de,,,info@finanzexperten.de=unknown (rate_limited),,,,info@finanzexperten.de,valid=0; invalid=0; risky=0; unknown=1
7755,>30M,henke-solar.de,no,,,0,0,,,contact_pages,https://henke-solar.de/,ok,200,2,info@henke-solar.de,,info@henke-solar.de,showing_email_candidates,not_flagged,,info@henke-solar.de,,,,,info@henke-solar.de,,,info@henke-solar.de=unknown (rate_limited),,,,info@henke-solar.de,valid=0; invalid=0; risky=0; unknown=1
7762,>30M,trainwithadby.com,no,,,0,0,https://trainwithadby.typeform.com/,https://trainwithadby.typeform.com/,contact_pages,https://www.trainwithadby.com/,ok,200,0,enquiries@trainwithadby.com ; info@trainwithadby.com,,enquiries@trainwithadby.com ; info@trainwithadby.com,showing_email_candidates,not_flagged,,enquiries@trainwithadby.com ; info@trainwithadby.com,,,,,enquiries@trainwithadby.com ; info@trainwithadby.com,,,enquiries@trainwithadby.com=invalid (disposable) ; info@trainwithadby.com=unknown (rate_limited),,enquiries@trainwithadby.com,,info@trainwithadby.com,valid=0; invalid=1; risky=0; unknown=1
